Date,Location,ShortName,LongName,Census2019,Administered_Dose2,Series_Complete_18Plus,Series_Complete_Pop_Pct
2021-07-12,GU,GUA,Guam,165768,,86957,56.7
2021-07-12,HI,HIA,Hawaii,1415872,,711611,52.6
2021-07-12,IA,IAA,Iowa,3155070,,1473653,48.7
2021-07-12,ID,IDA,Idaho,1787065,,654655,36.7
2021-07-12,IH2,IH2,Indian Health Svc,2082813,,631105,32.1
2021-07-12,IL,ILA,Illinois,12671821,,5658675,47.2
2021-07-12,IN,INA,Indiana,6732219,,2790752,43.2
2021-07-12,KS,KSA,Kansas,2913314,,1197527,42.7
2021-07-12,KY,KYA,Kentucky,4467673,,1912988,44.4
2021-07-12,LA,LAA,Louisiana,4648794,,1627686,35.8
2021-07-12,MA,MAA,Massachusetts,6892503,,4064855,62.7
2021-07-12,MD,MDA,Maryland,6045680,,3263033,57.2
2021-07-12,ME,MEA,Maine,1344212,,799820,62.4
2021-07-12,MH,MHA,Marshall Islands,58413,,16482,28.3
2021-07-12,MI,MIA,Michigan,9986857,,4575768,47.9
2021-07-12,MN,MNA,Minnesota,5639632,,2805734,52.7
2021-07-12,MO,MOA,Missouri,6137428,,2356173,39.8
2021-07-12,MP,MPA,Northern Mariana Islands,56882,,25579,48.4
2021-07-12,MS,MSA,Mississippi,2976149,,973058,33.4
2021-07-12,MT,MTA,Montana,1068778,,448926,43.5
2021-07-12,NC,NCA,North Carolina,10488084,,4280922,42.6
2021-07-12,ND,NDA,North Dakota,762062,,291015,39.4
2021-07-12,NE,NEA,Nebraska,1934408,,894618,48.4
2021-07-12,NH,NHA,New Hampshire,1359711,,743196,57.4
2021-07-12,NJ,NJA,New Jersey,8882190,,4755225,56.4
2021-07-12,NM,NMA,New Mexico,2096829,,1104747,55.7
2021-07-12,NV,NVA,Nevada,3080156,,1277362,43.0
2021-07-12,NY,NYA,New York State,19453561,,10302052,55.4
2021-07-12,OH,OHA,Ohio,11689100,,5105790,45.5
2021-07-12,OK,OKA,Oklahoma,3956971,,1497991,39.1
2021-07-12,OR,ORA,Oregon,4217737,,2186927,54.7
2021-07-12,PA,PAA,Pennsylvania,12801989,,6230544,50.7
2021-07-12,PR,PRA,Puerto Rico,3193694,,1734527,57.7
2021-07-12,RI,RIA,Rhode Island,1059361,,603456,60.0
2021-07-12,RP,RPA,Republic of Palau,17907,,13284,74.2
2021-07-12,SC,SCA,South Carolina,5148714,,1970073,39.5
2021-07-12,SD,SDA,South Dakota,884659,,392988,46.0
2021-07-12,TN,TNA,Tennessee,6829174,,2525109,38.1
2021-07-12,TX,TXA,Texas,28995881,,11554662,42.2
2021-07-12,UT,UTA,Utah,3205958,,1143374,38.1
2021-07-12,VA,VAA,Virginia,8535519,,4259159,53.0
2021-07-12,VA2,VA2,Veterans Health,0,,2706245,0.0
2021-07-12,VI,VIA,Virgin Islands,104680,,34946,34.3
2021-07-12,VT,VTA,Vermont,623989,,391360,66.5
2021-07-12,WA,WAA,Washington,7614893,,4047438,56.1
2021-07-12,WI,WIA,Wisconsin,5822434,,2827299,50.7
2021-07-12,WV,WVA,West Virginia,1792147,,667141,38.7
2021-07-12,WY,WYA,Wyoming,578759,,200834,35.7
2021-07-12,LTC,LTC,Long Term Care,,,,
2021-07-13,US,USA,United States,331996199,,152217893,48.1
2021-07-13,AK,AKA,Alaska,731545,,309061,44.6
2021-07-13,AL,ALA,Alabama,4903185,,1605341,33.4
2021-07-13,AR,ARA,Arkansas,3017804,,1020500,35.0
2021-07-13,AS,ASA,American Samoa,55689,,20952,39.9
2021-07-13,AZ,AZA,Arizona,7278717,,3065035,44.1
2021-07-13,BP2,BP2,Bureau of Prisons,0,,97875,0.0
2021-07-13,CA,CAA,California,39512223,,19043550,51.2
2021-07-13,CO,COA,Colorado,5758736,,2881362,53.1
2021-07-13,CT,CTA,Connecticut,3565287,,2080285,61.9
2021-07-13,DC,DCA,District of Columbia,705749,,367975,53.5
2021-07-13,DD2,DD2,Dept of Defense,0,,1830796,0.0
2021-07-13,DE,DEA,Delaware,973764,,476346,51.3
2021-07-13,FL,FLA,Florida,21477737,,9808174,47.1
2021-07-13,FM,FMA,Federated States of Micronesia,103643,,27493,26.5
2021-07-13,GA,GAA,Georgia,10617423,,3835322,37.4
2021-07-13,GU,GUA,Guam,165768,,86975,56.7
2021-07-13,HI,HIA,Hawaii,1415872,,711988,52.7
2021-07-13,IA,IAA,Iowa,3155070,,1473941,48.7
2021-07-13,ID,IDA,Idaho,1787065,,655035,36.7
2021-07-13,IH2,IH2,Indian Health Svc,2082813,,631175,32.1
2021-07-13,IL,ILA,Illinois,12671821,,5663773,47.3
2021-07-13,IN,INA,Indiana,6732219,,2792366,43.2
2021-07-13,KS,KSA,Kansas,2913314,,1197975,42.7
2021-07-13,KY,KYA,Kentucky,4467673,,1914198,44.4
2021-07-13,LA,LAA,Louisiana,4648794,,1628633,35.8
2021-07-13,MA,MAA,Massachusetts,6892503,,4067595,62.7
2021-07-13,MD,MDA,Maryland,6045680,,3267207,57.3
2021-07-13,ME,MEA,Maine,1344212,,801417,62.6
2021-07-13,MH,MHA,Marshall Islands,58413,,16482,28.3
2021-07-13,MI,MIA,Michigan,9986857,,4578134,47.9
2021-07-13,MN,MNA,Minnesota,5639632,,2806503,52.8
2021-07-13,MO,MOA,Missouri,6137428,,2358466,39.8
2021-07-13,MP,MPA,Northern Mariana Islands,56882,,25784,48.9
2021-07-13,MS,MSA,Mississippi,2976149,,977070,33.5
2021-07-13,MT,MTA,Montana,1068778,,449250,43.6
2021-07-13,NC,NCA,North Carolina,10488084,,4284774,42.7
2021-07-13,ND,NDA,North Dakota,762062,,291066,39.4
2021-07-13,NE,NEA,Nebraska,1934408,,894960,48.5
2021-07-13,NH,NHA,New Hampshire,1359711,,743602,57.4
2021-07-13,NJ,NJA,New Jersey,8882190,,4760795,56.5
2021-07-13,NM,NMA,New Mexico,2096829,,1104781,55.7
2021-07-13,NV,NVA,Nevada,3080156,,1278532,43.0
2021-07-13,NY,NYA,New York State,19453561,,10312591,55.5
2021-07-13,OH,OHA,Ohio,11689100,,5108778,45.6
2021-07-13,OK,OKA,Oklahoma,3956971,,1498859,39.2
2021-07-13,OR,ORA,Oregon,4217737,,2188458,54.8
2021-07-13,PA,PAA,Pennsylvania,12801989,,6237052,50.8
2021-07-13,PR,PRA,Puerto Rico,3193694,,1735340,57.7
2021-07-13,RI,RIA,Rhode Island,1059361,,603909,60.0
2021-07-13,RP,RPA,Republic of Palau,17907,,13284,74.2
2021-07-13,SC,SCA,South Carolina,5148714,,1972149,39.6
2021-07-13,SD,SDA,South Dakota,884659,,393468,46.1
2021-07-13,TN,TNA,Tennessee,6829174,,2527056,38.1
2021-07-13,TX,TXA,Texas,28995881,,11575866,42.3
2021-07-13,UT,UTA,Utah,3205958,,1145798,38.2
2021-07-13,VA,VAA,Virginia,8535519,,4263066,53.1
2021-07-13,VA2,VA2,Veterans Health,0,,2706280,0.0
2021-07-13,VI,VIA,Virgin Islands,104680,,35021,34.4
2021-07-13,VT,VTA,Vermont,623989,,391578,66.5
2021-07-13,WA,WAA,Washington,7614893,,4051531,56.1
2021-07-13,WI,WIA,Wisconsin,5822434,,2828458,50.8
2021-07-13,WV,WVA,West Virginia,1792147,,667350,38.7
2021-07-13,WY,WYA,Wyoming,578759,,201265,35.8
2021-07-13,LTC,LTC,Long Term Care,,,,
2021-07-14,US,USA,United States,331996199,,152609322,48.2
2021-07-14,AK,AKA,Alaska,731545,,309509,44.7
2021-07-14,AL,ALA,Alabama,4903185,,1605498,33.4
2021-07-14,AR,ARA,Arkansas,3017804,,1022411,35.1
2021-07-14,AS,ASA,American Samoa,55689,,21065,40.2
2021-07-14,AZ,AZA,Arizona,7278717,,3068832,44.2
2021-07-14,BP2,BP2,Bureau of Prisons,0,,97915,0.0
2021-07-14,CA,CAA,California,39512223,,19075149,51.3
2021-07-14,CO,COA,Colorado,5758736,,2885502,53.2
2021-07-14,CT,CTA,Connecticut,3565287,,2082344,61.9
2021-07-14,DC,DCA,District of Columbia,705749,,368376,53.6
2021-07-14,DD2,DD2,Dept of Defense,0,,1834257,0.0
2021-07-14,DE,DEA,Delaware,973764,,476954,51.3
2021-07-14,FL,FLA,Florida,21477737,,9823582,47.2
2021-07-14,FM,FMA,Federated States of Micronesia,103643,,27654,26.7
2021-07-14,GA,GAA,Georgia,10617423,,3843397,37.5
2021-07-14,GU,GUA,Guam,165768,,86987,56.7
2021-07-14,HI,HIA,Hawaii,1415872,,712643,52.7
2021-07-14,IA,IAA,Iowa,3155070,,1475249,48.8
2021-07-14,ID,IDA,Idaho,1787065,,656144,36.8
2021-07-14,IH2,IH2,Indian Health Svc,2082813,,631835,32.2
2021-07-14,IL,ILA,Illinois,12671821,,5673579,47.3
2021-07-14,IN,INA,Indiana,6732219,,2795369,43.2
2021-07-14,KS,KSA,Kansas,2913314,,1199144,42.7
2021-07-14,KY,KYA,Kentucky,4467673,,1916549,44.5
2021-07-14,LA,LAA,Louisiana,4648794,,1630893,35.9
2021-07-14,MA,MAA,Massachusetts,6892503,,4070785,62.8
2021-07-14,MD,MDA,Maryland,6045680,,3273006,57.4
2021-07-14,ME,MEA,Maine,1344212,,801879,62.6
2021-07-14,MH,MHA,Marshall Islands,58413,,16482,28.3
2021-07-14,MI,MIA,Michigan,9986857,,4582593,48.0
2021-07-14,MN,MNA,Minnesota,5639632,,2808981,52.8
2021-07-14,MO,MOA,Missouri,6137428,,2361237,39.9
2021-07-14,MP,MPA,Northern Mariana Islands,56882,,25872,49.2
2021-07-14,MS,MSA,Mississippi,2976149,,978593,33.6
2021-07-14,MT,MTA,Montana,1068778,,449659,43.6
2021-07-14,NC,NCA,North Carolina,10488084,,4289846,42.7
2021-07-14,ND,NDA,North Dakota,762062,,291264,39.4
2021-07-14,NE,NEA,Nebraska,1934408,,895707,48.5
2021-07-14,NH,NHA,New Hampshire,1359711,,743895,57.4
2021-07-14,NJ,NJA,New Jersey,8882190,,4767999,56.6
2021-07-14,NM,NMA,New Mexico,2096829,,1106522,55.8
2021-07-14,NV,NVA,Nevada,3080156,,1280301,43.1
2021-07-14,NY,NYA,New York State,19453561,,10327858,55.6
2021-07-14,OH,OHA,Ohio,11689100,,5113475,45.6
2021-07-14,OK,OKA,Oklahoma,3956971,,1500991,39.2
2021-07-14,OR,ORA,Oregon,4217737,,2190761,54.9
2021-07-14,PA,PAA,Pennsylvania,12801989,,6246870,50.9
2021-07-14,PR,PRA,Puerto Rico,3193694,,1744926,58.1
2021-07-14,RI,RIA,Rhode Island,1059361,,604506,60.1
2021-07-14,RP,RPA,Republic of Palau,17907,,13284,74.2
2021-07-14,SC,SCA,South Carolina,5148714,,1972551,39.6
2021-07-14,SD,SDA,South Dakota,884659,,393745,46.1
2021-07-14,TN,TNA,Tennessee,6829174,,2530491,38.2
2021-07-14,TX,TXA,Texas,28995881,,11608273,42.5
2021-07-14,UT,UTA,Utah,3205958,,1311512,43.5
2021-07-14,VA,VAA,Virginia,8535519,,4268915,53.1
2021-07-14,VA2,VA2,Veterans Health,0,,2708033,0.0
2021-07-14,VI,VIA,Virgin Islands,104680,,35148,34.5
2021-07-14,VT,VTA,Vermont,623989,,391707,66.6
2021-07-14,WA,WAA,Washington,7614893,,4056347,56.2
2021-07-14,WI,WIA,Wisconsin,5822434,,2830677,50.8
2021-07-14,WV,WVA,West Virginia,1792147,,667631,38.7
2021-07-14,WY,WYA,Wyoming,578759,,201453,35.8
2021-07-14,LTC,LTC,Long Term Care,,,,
2021-07-15,US,USA,United States,331996199,,152836531,48.3
2021-07-15,AK,AKA,Alaska,731545,,309946,44.7
2021-07-15,AL,ALA,Alabama,4903185,,1610830,33.6
2021-07-15,AR,ARA,Arkansas,3017804,,1024357,35.1
2021-07-15,AS,ASA,American Samoa,55689,,21088,40.3
2021-07-15,AZ,AZA,Arizona,7278717,,3073210,44.3
2021-07-15,BP2,BP2,Bureau of Prisons,0,,98285,0.0
2021-07-15,CA,CAA,California,39512223,,19113261,51.4
2021-07-15,CO,COA,Colorado,5758736,,2889510,53.3
2021-07-15,CT,CTA,Connecticut,3565287,,2085004,62.0
2021-07-15,DC,DCA,District of Columbia,705749,,368902,53.7
2021-07-15,DD2,DD2,Dept of Defense,0,,1837352,0.0
2021-07-15,DE,DEA,Delaware,973764,,477683,51.4
2021-07-15,FL,FLA,Florida,21477737,,9843296,47.3
2021-07-15,FM,FMA,Federated States of Micronesia,103643,,27785,26.8
2021-07-15,GA,GAA,Georgia,10617423,,3843786,37.5
2021-07-15,GU,GUA,Guam,165768,,87472,57.1
2021-07-15,HI,HIA,Hawaii,1415872,,713305,52.8
2021-07-15,IA,IAA,Iowa,3155070,,1476572,48.8
2021-07-15,ID,IDA,Idaho,1787065,,656657,36.8
2021-07-15,IH2,IH2,Indian Health Svc,2082813,,633168,32.2
2021-07-15,IL,ILA,Illinois,12671821,,5682071,47.4
2021-07-15,IN,INA,Indiana,6732219,,2799027,43.3
2021-07-15,KS,KSA,Kansas,2913314,,1200567,42.8
2021-07-15,KY,KYA,Kentucky,4467673,,1919488,44.6
2021-07-15,LA,LAA,Louisiana,4648794,,1633559,36.0
2021-07-15,MA,MAA,Massachusetts,6892503,,4075334,62.9
2021-07-15,MD,MDA,Maryland,6045680,,3277429,57.5
2021-07-15,ME,MEA,Maine,1344212,,802654,62.7
2021-07-15,MH,MHA,Marshall Islands,58413,,16482,28.3
2021-07-15,MI,MIA,Michigan,9986857,,4587306,48.1
2021-07-15,MN,MNA,Minnesota,5639632,,2812248,52.9
2021-07-15,MO,MOA,Missouri,6137428,,2364691,40.0
2021-07-15,MP,MPA,Northern Mariana Islands,56882,,25955,49.4
2021-07-15,MS,MSA,Mississippi,2976149,,980002,33.6
2021-07-15,MT,MTA,Montana,1068778,,450101,43.6
2021-07-15,NC,NCA,North Carolina,10488084,,4296044,42.8
2021-07-15,ND,NDA,North Dakota,762062,,291528,39.5
2021-07-15,NE,NEA,Nebraska,1934408,,895778,48.5
2021-07-15,NH,NHA,New Hampshire,1359711,,744510,57.5
2021-07-15,NJ,NJA,New Jersey,8882190,,4775273,56.7
2021-07-15,NM,NMA,New Mexico,2096829,,1107949,55.9
2021-07-15,NV,NVA,Nevada,3080156,,1281781,43.1
2021-07-15,NY,NYA,New York State,19453561,,10346688,55.7
2021-07-15,OH,OHA,Ohio,11689100,,5113676,45.6
2021-07-15,OK,OKA,Oklahoma,3956971,,1502891,39.3
2021-07-15,OR,ORA,Oregon,4217737,,2193733,54.9
2021-07-15,PA,PAA,Pennsylvania,12801989,,6256253,51.0
2021-07-15,PR,PRA,Puerto Rico,3193694,,1745003,58.1
2021-07-15,RI,RIA,Rhode Island,1059361,,605406,60.2
2021-07-15,RP,RPA,Republic of Palau,17907,,13284,74.2
2021-07-15,SC,SCA,South Carolina,5148714,,1975557,39.7
2021-07-15,SD,SDA,South Dakota,884659,,394054,46.2
2021-07-15,TN,TNA,Tennessee,6829174,,2534256,38.2
2021-07-15,TX,TXA,Texas,28995881,,11631183,42.6
2021-07-15,UT,UTA,Utah,3205958,,1314389,43.6
2021-07-15,VA,VAA,Virginia,8535519,,4275116,53.2
2021-07-15,VA2,VA2,Veterans Health,0,,2709865,0.0
2021-07-15,VI,VIA,Virgin Islands,104680,,35234,34.6
2021-07-15,VT,VTA,Vermont,623989,,392030,66.6
2021-07-15,WA,WAA,Washington,7614893,,4062985,56.3
2021-07-15,WI,WIA,Wisconsin,5822434,,2833797,50.9
2021-07-15,WV,WVA,West Virginia,1792147,,667970,38.8
2021-07-15,WY,WYA,Wyoming,578759,,201819,35.9
2021-07-15,LTC,LTC,Long Term Care,,,,
2021-07-16,US,USA,United States,331996199,,153058055,48.4
2021-07-16,AK,AKA,Alaska,731545,,310383,44.8
2021-07-16,AL,ALA,Alabama,4903185,,1613368,33.6
2021-07-16,AR,ARA,Arkansas,3017804,,1026093,35.2
2021-07-16,AS,ASA,American Samoa,55689,,21197,40.5
2021-07-16,AZ,AZA,Arizona,7278717,,3077766,44.3
2021-07-16,BP2,BP2,Bureau of Prisons,0,,98561,0.0
2021-07-16,CA,CAA,California,39512223,,19146712,51.5
2021-07-16,CO,COA,Colorado,5758736,,2893199,53.3
2021-07-16,CT,CTA,Connecticut,3565287,,2087635,62.1
2021-07-16,DC,DCA,District of Columbia,705749,,369367,53.8
2021-07-16,DD2,DD2,Dept of Defense,0,,1851574,0.0
2021-07-16,DE,DEA,Delaware,973764,,478639,51.6
2021-07-16,FL,FLA,Florida,21477737,,9844583,47.3
2021-07-16,FM,FMA,Federated States of Micronesia,103643,,27854,26.9
2021-07-16,GA,GAA,Georgia,10617423,,3844364,37.5
2021-07-16,GU,GUA,Guam,165768,,87680,57.2
2021-07-16,HI,HIA,Hawaii,1415872,,714102,52.9
2021-07-16,IA,IAA,Iowa,3155070,,1478396,48.9
2021-07-16,ID,IDA,Idaho,1787065,,657516,36.8
2021-07-16,IH2,IH2,Indian Health Svc,2082813,,633738,32.3
2021-07-16,IL,ILA,Illinois,12671821,,5690359,47.5
2021-07-16,IN,INA,Indiana,6732219,,2802939,43.4
2021-07-16,KS,KSA,Kansas,2913314,,1202272,42.9
2021-07-16,KY,KYA,Kentucky,4467673,,1922166,44.7
2021-07-16,LA,LAA,Louisiana,4648794,,1636814,36.1
2021-07-16,MA,MAA,Massachusetts,6892503,,4079820,63.0
2021-07-16,MD,MDA,Maryland,6045680,,3282096,57.6
2021-07-16,ME,MEA,Maine,1344212,,803394,62.7
2021-07-16,MH,MHA,Marshall Islands,58413,,16758,28.7
2021-07-16,MI,MIA,Michigan,9986857,,4587533,48.1
2021-07-16,MN,MNA,Minnesota,5639632,,2815912,53.0
2021-07-16,MO,MOA,Missouri,6137428,,2369495,40.0
2021-07-16,MP,MPA,Northern Mariana Islands,56882,,25957,49.4
2021-07-16,MS,MSA,Mississippi,2976149,,980286,33.6
2021-07-16,MT,MTA,Montana,1068778,,450618,43.7
2021-07-16,NC,NCA,North Carolina,10488084,,4301796,42.9
2021-07-16,ND,NDA,North Dakota,762062,,291910,39.5
2021-07-16,NE,NEA,Nebraska,1934408,,898109,48.7
2021-07-16,NH,NHA,New Hampshire,1359711,,745356,57.6
2021-07-16,NJ,NJA,New Jersey,8882190,,4782281,56.8
2021-07-16,NM,NMA,New Mexico,2096829,,1109537,56.0
2021-07-16,NV,NVA,Nevada,3080156,,1283510,43.2
2021-07-16,NY,NYA,New York State,19453561,,10362937,55.8
2021-07-16,OH,OHA,Ohio,11689100,,5125008,45.7
2021-07-16,OK,OKA,Oklahoma,3956971,,1504923,39.4
2021-07-16,OR,ORA,Oregon,4217737,,2196735,55.0
2021-07-16,PA,PAA,Pennsylvania,12801989,,6268119,51.1
2021-07-16,PR,PRA,Puerto Rico,3193694,,1751591,58.3
2021-07-16,RI,RIA,Rhode Island,1059361,,606217,60.3
2021-07-16,RP,RPA,Republic of Palau,17907,,13286,74.2
2021-07-16,SC,SCA,South Carolina,5148714,,1978707,39.7
2021-07-16,SD,SDA,South Dakota,884659,,394416,46.2
2021-07-16,TN,TNA,Tennessee,6829174,,2538482,38.3
2021-07-16,TX,TXA,Texas,28995881,,11647486,42.6
2021-07-16,UT,UTA,Utah,3205958,,1317984,43.8
2021-07-16,VA,VAA,Virginia,8535519,,4282991,53.4
2021-07-16,VA2,VA2,Veterans Health,0,,2711696,0.0
2021-07-16,VI,VIA,Virgin Islands,104680,,35346,34.7
2021-07-16,VT,VTA,Vermont,623989,,392671,66.7
2021-07-16,WA,WAA,Washington,7614893,,4069801,56.4
2021-07-16,WI,WIA,Wisconsin,5822434,,2837024,51.0
2021-07-16,WV,WVA,West Virginia,1792147,,668438,38.8
2021-07-16,WY,WYA,Wyoming,578759,,202080,36.0
2021-07-16,LTC,LTC,Long Term Care,,,,
2021-07-17,US,USA,United States,331996199,,153308092,48.5
2021-07-17,AK,AKA,Alaska,731545,,310706,44.9
2021-07-17,AL,ALA,Alabama,4903185,,1613531,33.6
2021-07-17,AR,ARA,Arkansas,3017804,,1028314,35.3
2021-07-17,AS,ASA,American Samoa,55689,,21197,40.5
2021-07-17,AZ,AZA,Arizona,7278717,,3082076,44.4
2021-07-17,BP2,BP2,Bureau of Prisons,0,,98725,0.0
2021-07-17,CA,CAA,California,39512223,,19176158,51.6
2021-07-17,CO,COA,Colorado,5758736,,2897693,53.4
2021-07-17,CT,CTA,Connecticut,3565287,,2090037,62.2
2021-07-17,DC,DCA,District of Columbia,705749,,370129,53.9
2021-07-17,DD2,DD2,Dept of Defense,0,,1856472,0.0
2021-07-17,DE,DEA,Delaware,973764,,479326,51.6
2021-07-17,FL,FLA,Florida,21477737,,9891138,47.6
2021-07-17,FM,FMA,Federated States of Micronesia,103643,,27854,26.9
2021-07-17,GA,GAA,Georgia,10617423,,3844860,37.5
2021-07-17,GU,GUA,Guam,165768,,88082,57.5
2021-07-17,HI,HIA,Hawaii,1415872,,714910,52.9
2021-07-17,IA,IAA,Iowa,3155070,,1479665,49.0
2021-07-17,ID,IDA,Idaho,1787065,,658258,36.9
2021-07-17,IH2,IH2,Indian Health Svc,2082813,,634371,32.3
2021-07-17,IL,ILA,Illinois,12671821,,5698448,47.6
2021-07-17,IN,INA,Indiana,6732219,,2806631,43.4
2021-07-17,KS,KSA,Kansas,2913314,,1204013,43.0
2021-07-17,KY,KYA,Kentucky,4467673,,1925070,44.7
2021-07-17,LA,LAA,Louisiana,4648794,,1638747,36.1
2021-07-17,MA,MAA,Massachusetts,6892503,,4084062,63.0
2021-07-17,MD,MDA,Maryland,6045680,,3286374,57.7
2021-07-17,ME,MEA,Maine,1344212,,804235,62.8
2021-07-17,MH,MHA,Marshall Islands,58413,,16758,28.7
2021-07-17,MI,MIA,Michigan,9986857,,4597677,48.2
2021-07-17,MN,MNA,Minnesota,5639632,,2819079,53.0
2021-07-17,MO,MOA,Missouri,6137428,,2377110,40.2
2021-07-17,MP,MPA,Northern Mariana Islands,56882,,26114,49.8
2021-07-17,MS,MSA,Mississippi,2976149,,983370,33.8
2021-07-17,MT,MTA,Montana,1068778,,451170,43.8
2021-07-17,NC,NCA,North Carolina,10488084,,4308129,42.9
2021-07-17,ND,NDA,North Dakota,762062,,292262,39.6
2021-07-17,NE,NEA,Nebraska,1934408,,898187,48.7
2021-07-17,NH,NHA,New Hampshire,1359711,,745818,57.6
2021-07-17,NJ,NJA,New Jersey,8882190,,4789559,56.9
2021-07-17,NM,NMA,New Mexico,2096829,,1110864,56.1
2021-07-17,NV,NVA,Nevada,3080156,,1285508,43.3
2021-07-17,NY,NYA,New York State,19453561,,10377712,55.9
2021-07-17,OH,OHA,Ohio,11689100,,5130112,45.8
2021-07-17,OK,OKA,Oklahoma,3956971,,1507601,39.4
2021-07-17,OR,ORA,Oregon,4217737,,2199373,55.1
2021-07-17,PA,PAA,Pennsylvania,12801989,,6277856,51.2
2021-07-17,PR,PRA,Puerto Rico,3193694,,1754845,58.5
2021-07-17,RI,RIA,Rhode Island,1059361,,607045,60.4
2021-07-17,RP,RPA,Republic of Palau,17907,,13286,74.2
2021-07-17,SC,SCA,South Carolina,5148714,,1981111,39.8
2021-07-17,SD,SDA,South Dakota,884659,,394761,46.3
2021-07-17,TN,TNA,Tennessee,6829174,,2541879,38.4
2021-07-17,TX,TXA,Texas,28995881,,11668189,42.7
2021-07-17,UT,UTA,Utah,3205958,,1318050,43.8
2021-07-17,VA,VAA,Virginia,8535519,,4288892,53.5
2021-07-17,VA2,VA2,Veterans Health,0,,2713514,0.0
2021-07-17,VI,VIA,Virgin Islands,104680,,35481,34.9
2021-07-17,VT,VTA,Vermont,623989,,393198,66.8
2021-07-17,WA,WAA,Washington,7614893,,4075099,56.5
2021-07-17,WI,WIA,Wisconsin,5822434,,2840428,51.0
2021-07-17,WV,WVA,West Virginia,1792147,,668819,38.8
2021-07-17,WY,WYA,Wyoming,578759,,202323,36.0
2021-07-17,LTC,LTC,Long Term Care,,,,
2021-07-18,US,USA,United States,331996199,,153499224,48.6
2021-07-18,AK,AKA,Alaska,731545,,311159,45.0
2021-07-18,AL,ALA,Alabama,4903185,,1616246,33.7
2021-07-18,AR,ARA,Arkansas,3017804,,1030644,35.4
2021-07-18,AS,ASA,American Samoa,55689,,21197,40.5
2021-07-18,AZ,AZA,Arizona,7278717,,3086409,44.5
2021-07-18,BP2,BP2,Bureau of Prisons,0,,98725,0.0
2021-07-18,CA,CAA,California,39512223,,19207922,51.7
2021-07-18,CO,COA,Colorado,5758736,,2900619,53.5
2021-07-18,CT,CTA,Connecticut,3565287,,2092285,62.3
2021-07-18,DC,DCA,District of Columbia,705749,,370686,54.0
2021-07-18,DD2,DD2,Dept of Defense,0,,1861118,0.0
2021-07-18,DE,DEA,Delaware,973764,,479939,51.7
2021-07-18,FL,FLA,Florida,21477737,,9907925,47.7
2021-07-18,FM,FMA,Federated States of Micronesia,103643,,27860,26.9
2021-07-18,GA,GAA,Georgia,10617423,,3845262,37.5
2021-07-18,GU,GUA,Guam,165768,,88083,57.5
2021-07-18,HI,HIA,Hawaii,1415872,,715785,53.0
2021-07-18,IA,IAA,Iowa,3155070,,1479717,49.0
2021-07-18,ID,IDA,Idaho,1787065,,658986,36.9
2021-07-18,IH2,IH2,Indian Health Svc,2082813,,634774,32.4
2021-07-18,IL,ILA,Illinois,12671821,,5706388,47.7
2021-07-18,IN,INA,Indiana,6732219,,2810271,43.5
2021-07-18,KS,KSA,Kansas,2913314,,1205528,43.0
2021-07-18,KY,KYA,Kentucky,4467673,,1927574,44.8
2021-07-18,LA,LAA,Louisiana,4648794,,1638832,36.1
2021-07-18,MA,MAA,Massachusetts,6892503,,4087792,63.1
2021-07-18,MD,MDA,Maryland,6045680,,3290566,57.8
2021-07-18,ME,MEA,Maine,1344212,,804316,62.8
2021-07-18,MH,MHA,Marshall Islands,58413,,16946,29.1
2021-07-18,MI,MIA,Michigan,9986857,,4597813,48.2
2021-07-18,MN,MNA,Minnesota,5639632,,2821955,53.1
2021-07-18,MO,MOA,Missouri,6137428,,2380098,40.3
2021-07-18,MP,MPA,Northern Mariana Islands,56882,,26114,49.8
2021-07-18,MS,MSA,Mississippi,2976149,,983483,33.8
2021-07-18,MT,MTA,Montana,1068778,,451611,43.8
2021-07-18,NC,NCA,North Carolina,10488084,,4314483,43.0
2021-07-18,ND,NDA,North Dakota,762062,,292530,39.7
2021-07-18,NE,NEA,Nebraska,1934408,,898220,48.7
2021-07-18,NH,NHA,New Hampshire,1359711,,746298,57.6
2021-07-18,NJ,NJA,New Jersey,8882190,,4797477,57.0
2021-07-18,NM,NMA,New Mexico,2096829,,1111617,56.2
2021-07-18,NV,NVA,Nevada,3080156,,1287587,43.4
2021-07-18,NY,NYA,New York State,19453561,,10391544,56.0
2021-07-18,OH,OHA,Ohio,11689100,,5135304,45.9
2021-07-18,OK,OKA,Oklahoma,3956971,,1509771,39.5
2021-07-18,OR,ORA,Oregon,4217737,,2202078,55.2
2021-07-18,PA,PAA,Pennsylvania,12801989,,6285190,51.2
2021-07-18,PR,PRA,Puerto Rico,3193694,,1757995,58.6
2021-07-18,RI,RIA,Rhode Island,1059361,,607792,60.5
2021-07-18,RP,RPA,Republic of Palau,17907,,13286,74.2
2021-07-18,SC,SCA,South Carolina,5148714,,1984321,39.9
2021-07-18,SD,SDA,South Dakota,884659,,394860,46.3
2021-07-18,TN,TNA,Tennessee,6829174,,2545721,38.4
2021-07-18,TX,TXA,Texas,28995881,,11684187,42.8
2021-07-18,UT,UTA,Utah,3205958,,1318098,43.8
2021-07-18,VA,VAA,Virginia,8535519,,4294587,53.5
2021-07-18,VA2,VA2,Veterans Health,0,,2715169,0.0
2021-07-18,VI,VIA,Virgin Islands,104680,,35491,34.9
